Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin %,Rating
3932-A,B,Austin,Normal,Male,Sports & Travel,2330.14,6,699.04,14679.88,07/20/2025,13:50:21,Cash,13980.84,4.76%,9.9
3933-C,B,Austin,Normal,Female,Home & Lifestyle,2736.74,9,1231.53,25862.19,05/21/2025,10:53:55,Cash,24630.66,4.76%,6.0
3934-B,B,Austin,Member,Female,Home & Lifestyle,1697.45,9,763.85,16040.9,08/25/2025,13:24:03,Credit Card,15277.05,4.76%,7.3
3935-C,A,New York,Member,Female,Home & Lifestyle,1700.96,10,850.48,17860.08,04/08/2025,20:18:54,Credit Card,17009.6,4.76%,7.7
3936-C,A,New York,Normal,Male,Electronic Accessories,8745.66,3,1311.85,27548.83,04/09/2025,12:20:52,Cash,26236.98,4.76%,5.6
3937-A,C,Chicago,Member,Female,Sports & Travel,3559.97,7,1245.99,26165.78,04/03/2025,17:18:48,Credit Card,24919.79,4.76%,5.0
3938-C,A,New York,Member,Male,Fashion Accessories,8657.91,2,865.79,18181.61,08/31/2025,15:53:01,Credit Card,17315.82,4.76%,6.7
3939-A,A,New York,Normal,Female,Health & Beauty,1949.45,6,584.84,12281.54,04/21/2025,20:48:33,E-wallet,11696.7,4.76%,9.7
3940-A,B,Austin,Normal,Female,Food & Beverages,1994.86,3,299.23,6283.81,08/16/2025,14:17:10,E-wallet,5984.58,4.76%,7.0
3941-B,A,New York,Normal,Female,Food & Beverages,4098.01,1,204.9,4302.91,01/06/2025,10:01:04,Cash,4098.01,4.76%,8.8
3942-B,C,Chicago,Normal,Male,Home & Lifestyle,3074.58,3,461.19,9684.93,02/28/2025,18:06:05,E-wallet,9223.74,4.76%,5.5
3943-B,B,Austin,Normal,Female,Health & Beauty,8455.03,4,1691.01,35511.13,03/31/2025,12:58:12,Cash,33820.12,4.76%,9.6
3944-B,A,New York,Normal,Male,Sports & Travel,6191.68,4,1238.34,26005.06,03/04/2025,13:23:31,Credit Card,24766.72,4.76%,9.9
3945-B,C,Chicago,Member,Female,Home & Lifestyle,9136.3,9,4111.34,86338.04,11/08/2025,20:15:54,Cash,82226.7,4.76%,5.9
3946-C,C,Chicago,Normal,Male,Sports & Travel,6768.71,3,1015.31,21321.44,11/07/2025,18:55:09,Credit Card,20306.13,4.76%,6.9
3947-B,C,Chicago,Normal,Male,Food & Beverages,5936.47,8,2374.59,49866.35,05/25/2025,12:50:36,Credit Card,47491.76,4.76%,6.2
3948-B,C,Chicago,Normal,Female,Sports & Travel,1118.33,3,167.75,3522.74,09/18/2025,18:45:19,Credit Card,3354.99,4.76%,4.6
3949-A,B,Austin,Normal,Female,Food & Beverages,7705.66,10,3852.83,80909.43,11/03/2025,17:00:45,E-wallet,77056.6,4.76%,9.2
3950-A,A,New York,Member,Male,Sports & Travel,5260.01,6,1578.0,33138.06,05/12/2025,14:16:00,Cash,31560.06,4.76%,8.5
3951-C,C,Chicago,Member,Male,Food & Beverages,3488.65,1,174.43,3663.08,01/10/2025,11:49:45,E-wallet,3488.65,4.76%,5.4
3952-B,A,New York,Member,Male,Electronic Accessories,7955.96,5,1988.99,41768.79,02/12/2025,9:00:23,E-wallet,39779.8,4.76%,8.7
3953-A,A,New York,Member,Female,Fashion Accessories,3230.74,9,1453.83,30530.49,05/26/2025,13:30:50,Credit Card,29076.66,4.76%,4.3
3954-B,B,Austin,Normal,Male,Electronic Accessories,6432.94,7,2251.53,47282.11,04/15/2025,13:34:26,Cash,45030.58,4.76%,4.3
3955-A,C,Chicago,Member,Female,Electronic Accessories,6878.18,6,2063.45,43332.53,04/26/2025,14:10:06,Credit Card,41269.08,4.76%,9.7
3956-A,A,New York,Member,Male,Home & Lifestyle,3346.93,5,836.73,17571.38,09/28/2025,19:20:09,E-wallet,16734.65,4.76%,6.8
3957-B,A,New York,Member,Male,Fashion Accessories,8195.16,6,2458.55,51629.51,05/23/2025,13:44:51,Cash,49170.96,4.76%,4.4
3958-B,A,New York,Normal,Female,Sports & Travel,9175.62,9,4129.03,86709.61,08/17/2025,20:12:14,Cash,82580.58,4.76%,4.9
3959-B,C,Chicago,Normal,Female,Electronic Accessories,5091.85,8,2036.74,42771.54,09/14/2025,17:53:48,Cash,40734.8,4.76%,4.1
3960-B,B,Austin,Normal,Male,Food & Beverages,3820.6,4,764.12,16046.52,08/27/2025,12:01:34,E-wallet,15282.4,4.76%,8.4
3961-A,B,Austin,Normal,Female,Health & Beauty,9305.32,8,3722.13,78164.69,01/06/2025,11:09:02,E-wallet,74442.56,4.76%,7.3
3962-A,C,Chicago,Normal,Male,Sports & Travel,4388.77,10,2194.38,46082.08,09/02/2025,10:06:50,Cash,43887.7,4.76%,8.5
3963-C,A,New York,Normal,Female,Electronic Accessories,9684.16,10,4842.08,101683.68,05/18/2025,13:48:44,Credit Card,96841.6,4.76%,7.6
3964-C,A,New York,Member,Male,Health & Beauty,8925.62,5,2231.41,46859.51,10/27/2025,18:46:06,E-wallet,44628.1,4.76%,6.9
3965-C,A,New York,Member,Female,Fashion Accessories,2381.17,5,595.29,12501.14,02/15/2025,9:33:01,Cash,11905.85,4.76%,9.9
3966-C,C,Chicago,Member,Male,Food & Beverages,2061.98,10,1030.99,21650.79,03/07/2025,18:11:47,E-wallet,20619.8,4.76%,5.8
3967-A,C,Chicago,Member,Male,Electronic Accessories,8838.06,10,4419.03,92799.63,04/25/2025,10:01:54,Cash,88380.6,4.76%,6.1
3968-B,C,Chicago,Normal,Male,Fashion Accessories,3915.24,8,1566.1,32888.02,11/14/2025,16:32:54,E-wallet,31321.92,4.76%,6.5
3969-C,A,New York,Normal,Male,Fashion Accessories,8404.97,8,3361.99,70601.75,11/02/2025,13:19:12,Credit Card,67239.76,4.76%,6.8
3970-C,B,Austin,Member,Male,Sports & Travel,8758.43,8,3503.37,73570.81,02/03/2025,18:26:13,Credit Card,70067.44,4.76%,10.0
3971-C,C,Chicago,Member,Male,Electronic Accessories,8746.95,3,1312.04,27552.89,08/11/2025,15:17:00,Cash,26240.85,4.76%,4.5
3972-C,A,New York,Member,Female,Fashion Accessories,4151.9,4,830.38,17437.98,08/23/2025,14:36:58,E-wallet,16607.6,4.76%,6.8
3973-B,C,Chicago,Member,Female,Electronic Accessories,4562.48,1,228.12,4790.6,04/11/2025,19:58:48,E-wallet,4562.48,4.76%,4.7
3974-C,C,Chicago,Normal,Male,Electronic Accessories,9553.15,5,2388.29,50154.04,11/10/2025,12:30:00,Cash,47765.75,4.76%,4.0
3975-B,B,Austin,Normal,Male,Home & Lifestyle,8440.94,2,844.09,17725.97,02/07/2025,17:34:31,Credit Card,16881.88,4.76%,7.4
3976-B,B,Austin,Normal,Male,Sports & Travel,5362.37,6,1608.71,33782.93,06/08/2025,10:33:55,Credit Card,32174.22,4.76%,6.4
3977-A,A,New York,Normal,Male,Health & Beauty,9153.37,3,1373.01,28833.12,05/14/2025,18:25:06,E-wallet,27460.11,4.76%,5.6
3978-A,B,Austin,Normal,Female,Health & Beauty,4628.4,10,2314.2,48598.2,06/07/2025,12:43:43,Cash,46284.0,4.76%,4.8
3979-A,C,Chicago,Member,Male,Health & Beauty,7972.28,5,1993.07,41854.47,09/09/2025,19:17:42,E-wallet,39861.4,4.76%,9.6
3980-A,A,New York,Member,Female,Electronic Accessories,6490.31,7,2271.61,47703.78,09/22/2025,10:05:30,E-wallet,45432.17,4.76%,6.5
3981-C,C,Chicago,Member,Male,Electronic Accessories,8977.94,5,2244.48,47134.18,01/31/2025,17:19:04,Credit Card,44889.7,4.76%,6.4
3982-B,C,Chicago,Normal,Male,Home & Lifestyle,5201.21,1,260.06,5461.27,01/15/2025,20:13:27,Credit Card,5201.21,4.76%,7.3
3983-C,B,Austin,Member,Female,Health & Beauty,6347.03,10,3173.52,66643.82,03/29/2025,15:02:00,Credit Card,63470.3,4.76%,4.6
3984-C,A,New York,Member,Female,Home & Lifestyle,3014.28,4,602.86,12659.98,02/19/2025,13:29:54,E-wallet,12057.12,4.76%,9.2
3985-C,B,Austin,Member,Male,Food & Beverages,2760.06,3,414.01,8694.19,06/21/2025,15:41:33,Cash,8280.18,4.76%,9.3
3986-B,A,New York,Member,Male,Health & Beauty,7862.23,1,393.11,8255.34,09/25/2025,18:04:51,Credit Card,7862.23,4.76%,7.0
3987-A,B,Austin,Normal,Male,Sports & Travel,4739.25,4,947.85,19904.85,03/14/2025,19:47:11,E-wallet,18957.0,4.76%,5.3
3988-A,A,New York,Member,Male,Health & Beauty,7837.61,10,3918.8,82294.9,11/02/2025,15:19:25,Credit Card,78376.1,4.76%,7.8
3989-B,B,Austin,Normal,Female,Home & Lifestyle,4004.08,9,1801.84,37838.56,02/21/2025,17:08:48,Cash,36036.72,4.76%,4.0
3990-B,C,Chicago,Normal,Male,Fashion Accessories,3132.07,5,783.02,16443.37,08/28/2025,19:49:28,Credit Card,15660.35,4.76%,9.3
3991-B,B,Austin,Normal,Female,Food & Beverages,1382.42,6,414.73,8709.25,07/27/2025,14:50:36,Credit Card,8294.52,4.76%,5.8
3992-B,C,Chicago,Normal,Male,Sports & Travel,5595.46,6,1678.64,35251.4,09/30/2025,17:58:32,Cash,33572.76,4.76%,9.1
3993-A,B,Austin,Member,Male,Home & Lifestyle,4884.52,2,488.45,10257.49,10/23/2025,9:07:25,Credit Card,9769.04,4.76%,4.9
3994-C,B,Austin,Member,Male,Health & Beauty,9703.1,10,4851.55,101882.55,11/16/2025,16:28:33,Credit Card,97031.0,4.76%,9.3
3995-A,C,Chicago,Normal,Male,Home & Lifestyle,5907.63,9,2658.43,55827.1,04/24/2025,20:55:44,Credit Card,53168.67,4.76%,9.4
3996-A,C,Chicago,Member,Male,Electronic Accessories,9295.35,7,3253.37,68320.82,06/06/2025,12:19:19,Credit Card,65067.45,4.76%,6.1
3997-C,B,Austin,Normal,Male,Fashion Accessories,2901.37,2,290.14,6092.88,03/31/2025,15:06:26,Credit Card,5802.74,4.76%,4.6
3998-A,B,Austin,Normal,Male,Fashion Accessories,9003.89,9,4051.75,85086.76,09/12/2025,18:33:47,E-wallet,81035.01,4.76%,9.1
3999-C,C,Chicago,Member,Female,Fashion Accessories,7626.7,3,1144.0,24024.1,03/13/2025,13:55:42,Cash,22880.1,4.76%,7.5
4000-A,B,Austin,Member,Female,Sports & Travel,2490.48,10,1245.24,26150.04,06/21/2025,18:01:57,Credit Card,24904.8,4.76%,4.6
4001-C,A,New York,Member,Male,Electronic Accessories,7582.28,9,3412.03,71652.55,07/29/2025,12:56:48,Cash,68240.52,4.76%,6.8
4002-C,B,Austin,Normal,Female,Electronic Accessories,7044.23,1,352.21,7396.44,01/06/2025,10:57:34,E-wallet,7044.23,4.76%,5.2
4003-A,A,New York,Normal,Female,Fashion Accessories,1656.06,8,662.42,13910.9,11/20/2025,17:24:30,Credit Card,13248.48,4.76%,4.7
4004-A,B,Austin,Normal,Male,Food & Beverages,7253.8,2,725.38,15232.98,08/25/2025,17:24:47,Cash,14507.6,4.76%,5.6
4005-A,B,Austin,Member,Male,Electronic Accessories,3916.08,3,587.41,12335.65,04/21/2025,19:33:09,E-wallet,11748.24,4.76%,6.9
4006-A,B,Austin,Member,Male,Food & Beverages,6832.34,8,2732.94,57391.66,10/18/2025,18:24:16,Cash,54658.72,4.76%,9.8
4007-B,C,Chicago,Normal,Male,Fashion Accessories,5258.57,8,2103.43,44171.99,11/27/2025,20:19:29,Credit Card,42068.56,4.76%,6.7
4008-C,B,Austin,Normal,Male,Electronic Accessories,5427.42,8,2170.97,45590.33,09/10/2025,20:10:52,Credit Card,43419.36,4.76%,5.2
4009-B,B,Austin,Member,Male,Sports & Travel,1220.14,9,549.06,11530.32,10/03/2025,19:24:46,Cash,10981.26,4.76%,6.8
4010-B,A,New York,Member,Female,Electronic Accessories,3826.7,5,956.68,20090.18,09/22/2025,12:51:00,E-wallet,19133.5,4.76%,4.6
4011-B,C,Chicago,Member,Female,Fashion Accessories,8814.74,1,440.74,9255.48,09/12/2025,18:24:59,E-wallet,8814.74,4.76%,5.1
4012-A,B,Austin,Normal,Male,Health & Beauty,4401.01,6,1320.3,27726.36,11/20/2025,17:01:29,E-wallet,26406.06,4.76%,8.9
4013-A,A,New York,Normal,Male,Sports & Travel,3044.53,7,1065.59,22377.3,02/04/2025,13:25:30,E-wallet,21311.71,4.76%,9.8
4014-B,B,Austin,Normal,Female,Food & Beverages,6175.75,6,1852.72,38907.22,05/01/2025,18:50:24,Credit Card,37054.5,4.76%,9.1
4015-A,B,Austin,Member,Male,Home & Lifestyle,6106.42,2,610.64,12823.48,08/10/2025,16:37:53,E-wallet,12212.84,4.76%,4.3
4016-A,C,Chicago,Member,Female,Fashion Accessories,7915.56,9,3562.0,74802.04,08/17/2025,20:24:24,Credit Card,71240.04,4.76%,7.6
4017-A,B,Austin,Member,Male,Sports & Travel,3969.79,10,1984.9,41682.8,06/02/2025,9:14:19,Cash,39697.9,4.76%,5.1
4018-C,A,New York,Normal,Male,Electronic Accessories,7151.11,8,2860.44,60069.32,10/25/2025,13:17:13,Cash,57208.88,4.76%,9.1
4019-B,B,Austin,Member,Male,Home & Lifestyle,2959.6,9,1331.82,27968.22,08/26/2025,20:33:43,Cash,26636.4,4.76%,4.5
4020-B,B,Austin,Normal,Male,Sports & Travel,1763.91,3,264.59,5556.32,08/02/2025,9:21:06,E-wallet,5291.73,4.76%,6.0
4021-C,A,New York,Normal,Female,Sports & Travel,1302.18,8,520.87,10938.31,09/02/2025,18:28:11,Cash,10417.44,4.76%,5.0
4022-B,C,Chicago,Normal,Male,Health & Beauty,9878.77,6,2963.63,62236.25,03/18/2025,11:05:46,E-wallet,59272.62,4.76%,9.8
4023-B,B,Austin,Member,Female,Electronic Accessories,1179.69,10,589.84,12386.74,11/01/2025,18:54:14,Credit Card,11796.9,4.76%,9.7
4024-C,B,Austin,Member,Female,Home & Lifestyle,4472.7,8,1789.08,37570.68,04/07/2025,18:10:53,Cash,35781.6,4.76%,6.5
4025-C,C,Chicago,Member,Female,Sports & Travel,4352.07,10,2176.04,45696.74,06/26/2025,17:49:24,Credit Card,43520.7,4.76%,8.7
4026-A,C,Chicago,Member,Female,Sports & Travel,6822.67,8,2729.07,57310.43,01/15/2025,20:19:43,Cash,54581.36,4.76%,7.3
4027-A,C,Chicago,Member,Female,Fashion Accessories,6263.09,6,1878.93,39457.47,03/26/2025,15:12:17,E-wallet,37578.54,4.76%,8.7
4028-A,C,Chicago,Normal,Male,Health & Beauty,7549.75,6,2264.93,47563.43,05/05/2025,9:06:20,Cash,45298.5,4.76%,8.3
4029-C,B,Austin,Member,Female,Electronic Accessories,1857.9,2,185.79,3901.59,03/07/2025,12:51:28,E-wallet,3715.8,4.76%,8.5
4030-A,C,Chicago,Normal,Male,Home & Lifestyle,8841.97,5,2210.49,46420.34,07/08/2025,15:48:31,Cash,44209.85,4.76%,9.2
4031-C,C,Chicago,Member,Female,Electronic Accessories,3259.33,10,1629.66,34222.96,08/17/2025,17:56:05,Credit Card,32593.3,4.76%,6.6
4032-B,A,New York,Member,Male,Home & Lifestyle,7476.41,7,2616.74,54951.61,06/26/2025,9:21:54,Cash,52334.87,4.76%,6.5
4033-C,C,Chicago,Normal,Female,Fashion Accessories,1687.03,2,168.7,3542.76,04/05/2025,15:15:13,Credit Card,3374.06,4.76%,9.4
4034-B,A,New York,Normal,Female,Sports & Travel,5376.57,5,1344.14,28226.99,07/09/2025,20:00:03,E-wallet,26882.85,4.76%,6.9
4035-A,A,New York,Normal,Male,Sports & Travel,8215.54,8,3286.22,69010.54,10/19/2025,16:16:27,Credit Card,65724.32,4.76%,5.0
4036-B,B,Austin,Member,Female,Sports & Travel,9302.33,2,930.23,19534.89,03/06/2025,17:24:41,E-wallet,18604.66,4.76%,5.5
4037-A,A,New York,Member,Female,Food & Beverages,3270.2,10,1635.1,34337.1,01/17/2025,20:24:33,Cash,32702.0,4.76%,5.7
4038-C,C,Chicago,Member,Female,Electronic Accessories,4676.26,6,1402.88,29460.44,08/12/2025,18:08:53,Cash,28057.56,4.76%,7.4
4039-B,B,Austin,Member,Male,Health & Beauty,2350.84,6,705.25,14810.29,06/10/2025,19:43:12,Credit Card,14105.04,4.76%,9.7
4040-B,A,New York,Normal,Male,Home & Lifestyle,2109.03,3,316.35,6643.44,07/10/2025,10:39:27,Cash,6327.09,4.76%,4.4
4041-C,A,New York,Normal,Female,Home & Lifestyle,1191.84,10,595.92,12514.32,02/23/2025,11:39:33,Credit Card,11918.4,4.76%,8.7
4042-C,A,New York,Normal,Female,Food & Beverages,4921.0,1,246.05,5167.05,10/19/2025,9:53:55,E-wallet,4921.0,4.76%,4.8
4043-B,A,New York,Member,Male,Sports & Travel,8900.47,6,2670.14,56072.96,01/16/2025,15:03:45,Cash,53402.82,4.76%,5.8
4044-B,B,Austin,Member,Female,Home & Lifestyle,2421.17,9,1089.53,22880.06,11/04/2025,9:32:13,Cash,21790.53,4.76%,5.3
4045-B,B,Austin,Member,Male,Electronic Accessories,7074.68,5,1768.67,37142.07,09/26/2025,10:04:16,Credit Card,35373.4,4.76%,5.7
4046-A,B,Austin,Member,Male,Health & Beauty,4691.1,9,2111.0,44330.9,11/14/2025,13:35:02,E-wallet,42219.9,4.76%,7.7
4047-C,B,Austin,Normal,Male,Home & Lifestyle,6746.07,1,337.3,7083.37,05/22/2025,15:18:57,E-wallet,6746.07,4.76%,4.2
4048-B,C,Chicago,Normal,Female,Fashion Accessories,2399.82,2,239.98,5039.62,06/29/2025,19:05:38,Cash,4799.64,4.76%,9.3
4049-A,C,Chicago,Normal,Female,Sports & Travel,6476.71,10,3238.36,68005.46,07/08/2025,15:54:47,Cash,64767.1,4.76%,5.9
4050-C,C,Chicago,Normal,Male,Electronic Accessories,4453.7,8,1781.48,37411.08,06/26/2025,14:30:33,Cash,35629.6,4.76%,8.5
4051-C,A,New York,Normal,Male,Fashion Accessories,3873.97,4,774.79,16270.67,01/23/2025,13:40:07,Cash,15495.88,4.76%,9.8
4052-A,B,Austin,Normal,Male,Electronic Accessories,5961.02,9,2682.46,56331.64,06/12/2025,13:59:15,E-wallet,53649.18,4.76%,5.1
4053-C,A,New York,Member,Male,Fashion Accessories,3086.07,5,771.52,16201.87,01/26/2025,14:39:11,Cash,15430.35,4.76%,4.8
4054-A,A,New York,Member,Male,Sports & Travel,1682.44,7,588.85,12365.93,10/05/2025,14:10:27,Cash,11777.08,4.76%,9.9
4055-B,C,Chicago,Member,Female,Health & Beauty,7296.54,1,364.83,7661.37,02/16/2025,18:45:15,Credit Card,7296.54,4.76%,4.5
4056-B,B,Austin,Member,Male,Food & Beverages,1850.32,6,555.1,11657.02,07/10/2025,17:05:56,Credit Card,11101.92,4.76%,5.3
4057-C,A,New York,Member,Male,Electronic Accessories,1574.74,8,629.9,13227.82,03/15/2025,13:59:06,Cash,12597.92,4.76%,6.2
4058-C,C,Chicago,Member,Male,Food & Beverages,5577.89,3,836.68,17570.35,10/02/2025,10:41:44,E-wallet,16733.67,4.76%,7.2
4059-B,C,Chicago,Normal,Male,Electronic Accessories,3556.86,1,177.84,3734.7,04/06/2025,17:35:43,Cash,3556.86,4.76%,7.5
4060-C,A,New York,Normal,Male,Home & Lifestyle,4143.9,3,621.58,13053.28,06/28/2025,20:16:18,Credit Card,12431.7,4.76%,7.8
4061-C,C,Chicago,Normal,Female,Health & Beauty,9124.21,8,3649.68,76643.36,08/29/2025,12:30:18,E-wallet,72993.68,4.76%,5.3
4062-A,A,New York,Normal,Female,Health & Beauty,5851.52,6,1755.46,36864.58,07/22/2025,16:59:36,Credit Card,35109.12,4.76%,4.2
4063-B,B,Austin,Normal,Female,Fashion Accessories,8472.13,6,2541.64,53374.42,03/30/2025,10:56:27,E-wallet,50832.78,4.76%,7.0
4064-C,B,Austin,Member,Male,Electronic Accessories,4013.06,10,2006.53,42137.13,09/24/2025,11:58:59,Credit Card,40130.6,4.76%,7.0
4065-C,C,Chicago,Normal,Male,Home & Lifestyle,5197.45,10,2598.73,54573.23,04/07/2025,17:25:22,Cash,51974.5,4.76%,6.0
4066-C,B,Austin,Member,Male,Fashion Accessories,3406.82,9,1533.07,32194.45,04/30/2025,14:58:45,Credit Card,30661.38,4.76%,7.1
4067-B,C,Chicago,Member,Male,Home & Lifestyle,6895.24,3,1034.29,21720.01,04/09/2025,19:26:55,E-wallet,20685.72,4.76%,7.0
4068-A,B,Austin,Member,Male,Sports & Travel,7905.68,6,2371.7,49805.78,03/26/2025,20:49:11,E-wallet,47434.08,4.76%,5.9
4069-C,C,Chicago,Normal,Female,Food & Beverages,6741.5,2,674.15,14157.15,02/14/2025,11:54:41,Credit Card,13483.0,4.76%,8.0
4070-A,A,New York,Member,Male,Food & Beverages,9063.67,3,1359.55,28550.56,11/23/2025,19:01:51,Credit Card,27191.01,4.76%,9.3
4071-A,B,Austin,Member,Female,Food & Beverages,7224.11,1,361.21,7585.32,10/06/2025,20:45:27,Credit Card,7224.11,4.76%,8.1
4072-A,B,Austin,Normal,Male,Electronic Accessories,4307.19,4,861.44,18090.2,11/02/2025,17:30:15,E-wallet,17228.76,4.76%,5.1
4073-B,C,Chicago,Normal,Male,Health & Beauty,9693.3,1,484.66,10177.96,05/21/2025,20:24:51,Credit Card,9693.3,4.76%,7.1
4074-B,C,Chicago,Member,Female,Food & Beverages,5881.57,8,2352.63,49405.19,05/20/2025,15:55:56,Cash,47052.56,4.76%,6.6
4075-B,C,Chicago,Normal,Male,Food & Beverages,5084.43,6,1525.33,32031.91,01/17/2025,10:48:56,E-wallet,30506.58,4.76%,4.9
4076-B,A,New York,Member,Male,Home & Lifestyle,4064.08,10,2032.04,42672.84,06/16/2025,20:58:30,Cash,40640.8,4.76%,4.9
4077-C,A,New York,Normal,Female,Food & Beverages,4196.76,7,1468.87,30846.19,01/25/2025,11:52:27,Credit Card,29377.32,4.76%,9.6
4078-C,C,Chicago,Normal,Male,Electronic Accessories,4421.41,5,1105.35,23212.4,08/10/2025,10:41:58,E-wallet,22107.05,4.76%,10.0
4079-B,C,Chicago,Normal,Male,Electronic Accessories,2231.13,4,446.23,9370.75,07/07/2025,16:20:51,Credit Card,8924.52,4.76%,8.4
4080-A,C,Chicago,Member,Male,Electronic Accessories,1598.58,8,639.43,13428.07,03/08/2025,16:22:26,Credit Card,12788.64,4.76%,8.9
4081-C,B,Austin,Normal,Male,Health & Beauty,8430.39,6,2529.12,53111.46,03/08/2025,11:20:29,E-wallet,50582.34,4.76%,10.0
4082-B,C,Chicago,Normal,Male,Health & Beauty,4655.75,3,698.36,14665.61,08/11/2025,12:21:35,Credit Card,13967.25,4.76%,10.0
4083-B,C,Chicago,Normal,Female,Fashion Accessories,6706.83,9,3018.07,63379.54,02/18/2025,19:45:19,Cash,60361.47,4.76%,8.5
4084-A,C,Chicago,Member,Male,Sports & Travel,5599.77,7,1959.92,41158.31,09/21/2025,9:03:31,E-wallet,39198.39,4.76%,9.7
4085-A,B,Austin,Normal,Female,Health & Beauty,7858.02,8,3143.21,66007.37,02/04/2025,15:48:51,Credit Card,62864.16,4.76%,6.3
4086-B,A,New York,Normal,Male,Fashion Accessories,2657.69,1,132.88,2790.57,07/29/2025,11:08:31,E-wallet,2657.69,4.76%,5.6
4087-A,B,Austin,Normal,Male,Food & Beverages,3450.64,7,1207.72,25362.2,10/22/2025,15:56:36,E-wallet,24154.48,4.76%,4.4
4088-C,A,New York,Normal,Female,Home & Lifestyle,3030.42,10,1515.21,31819.41,08/21/2025,17:17:18,Credit Card,30304.2,4.76%,8.4
4089-B,B,Austin,Member,Female,Electronic Accessories,4113.37,2,411.34,8638.08,06/21/2025,20:57:42,E-wallet,8226.74,4.76%,8.4
4090-A,B,Austin,Normal,Male,Fashion Accessories,2596.17,5,649.04,13629.89,03/13/2025,18:00:05,Credit Card,12980.85,4.76%,8.8
4091-C,C,Chicago,Normal,Female,Health & Beauty,3488.01,10,1744.0,36624.1,10/05/2025,13:12:11,Cash,34880.1,4.76%,8.1
4092-C,C,Chicago,Normal,Female,Home & Lifestyle,4432.95,1,221.65,4654.6,04/09/2025,18:50:44,Credit Card,4432.95,4.76%,5.8
4093-C,B,Austin,Member,Male,Sports & Travel,9797.96,1,489.9,10287.86,04/02/2025,11:41:51,Credit Card,9797.96,4.76%,6.1
4094-A,C,Chicago,Normal,Female,Electronic Accessories,1527.17,4,305.43,6414.11,10/13/2025,12:47:07,Credit Card,6108.68,4.76%,7.8
4095-C,A,New York,Member,Female,Home & Lifestyle,5313.77,10,2656.88,55794.58,09/11/2025,13:32:32,Credit Card,53137.7,4.76%,7.8
4096-C,B,Austin,Member,Female,Fashion Accessories,7389.37,8,2955.75,62070.71,08/03/2025,13:41:14,E-wallet,59114.96,4.76%,9.5
4097-B,B,Austin,Member,Male,Sports & Travel,8992.36,6,2697.71,56651.87,11/18/2025,19:37:09,Credit Card,53954.16,4.76%,8.8
4098-B,B,Austin,Normal,Male,Fashion Accessories,8761.95,5,2190.49,46000.24,10/05/2025,19:18:05,Credit Card,43809.75,4.76%,6.3
4099-C,A,New York,Normal,Female,Fashion Accessories,8518.64,4,1703.73,35778.29,06/11/2025,15:27:10,Cash,34074.56,4.76%,6.1
4100-B,B,Austin,Member,Male,Home & Lifestyle,3856.07,4,771.21,16195.49,05/23/2025,13:56:02,Cash,15424.28,4.76%,4.1
4101-A,C,Chicago,Member,Female,Electronic Accessories,8942.59,3,1341.39,28169.16,03/08/2025,18:36:24,Credit Card,26827.77,4.76%,8.3
4102-C,B,Austin,Member,Female,Fashion Accessories,2349.44,10,1174.72,24669.12,11/28/2025,19:28:34,Cash,23494.4,4.76%,9.1
4103-A,A,New York,Member,Female,Fashion Accessories,2175.76,6,652.73,13707.29,07/22/2025,16:47:09,Cash,13054.56,4.76%,8.5
4104-A,C,Chicago,Normal,Male,Sports & Travel,1171.66,5,292.92,6151.22,08/30/2025,18:09:18,Credit Card,5858.3,4.76%,5.3
4105-C,A,New York,Normal,Female,Electronic Accessories,2564.34,9,1153.95,24233.01,02/17/2025,13:17:33,Credit Card,23079.06,4.76%,5.8
4106-A,A,New York,Normal,Male,Electronic Accessories,8243.23,8,3297.29,69243.13,06/15/2025,18:35:03,E-wallet,65945.84,4.76%,9.8
4107-C,B,Austin,Normal,Female,Electronic Accessories,3326.27,10,1663.14,34925.84,03/13/2025,10:02:57,E-wallet,33262.7,4.76%,6.0
4108-B,C,Chicago,Member,Female,Electronic Accessories,7407.7,5,1851.93,38890.43,07/12/2025,16:32:08,Credit Card,37038.5,4.76%,4.2
4109-B,C,Chicago,Member,Female,Food & Beverages,7614.47,2,761.45,15990.39,10/24/2025,13:46:09,Cash,15228.94,4.76%,7.4
4110-B,C,Chicago,Normal,Female,Home & Lifestyle,4483.26,4,896.65,18829.69,11/16/2025,14:16:06,E-wallet,17933.04,4.76%,7.8
4111-A,B,Austin,Normal,Male,Health & Beauty,5882.96,3,882.44,18531.32,01/26/2025,14:41:17,Cash,17648.88,4.76%,9.3
4112-A,A,New York,Normal,Female,Electronic Accessories,2479.09,1,123.95,2603.04,06/25/2025,17:32:35,E-wallet,2479.09,4.76%,5.2
4113-C,B,Austin,Normal,Female,Health & Beauty,5779.0,1,288.95,6067.95,05/10/2025,20:44:34,E-wallet,5779.0,4.76%,7.0
4114-C,B,Austin,Normal,Female,Health & Beauty,2316.89,9,1042.6,21894.61,08/30/2025,18:17:10,Credit Card,20852.01,4.76%,8.2
4115-C,C,Chicago,Normal,Male,Sports & Travel,4691.67,10,2345.84,49262.54,08/05/2025,18:42:08,Cash,46916.7,4.76%,7.9
4116-A,C,Chicago,Member,Male,Health & Beauty,1270.26,2,127.03,2667.55,10/05/2025,15:57:11,E-wallet,2540.52,4.76%,6.2
